"Exporter","Importer","Year","App.","Taxon","Class","Order","Family","Genus","Origin","Importer.reported.quantity","Exporter.reported.quantity","Term","Unit","Purpose","Source","id","importer_country","importer_iso3","importer_code","importer_lat","importer_long","exporter_country","exporter_iso3","exporter_code","exporter_lat","exporter_long"
"NL","US",2001,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",9,NA,"ivory pieces","","P","O",3698,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","CH",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"carvings","","T","O",6300,"Switzerland","CHE",756,47,8,"Netherlands","NLD",528,52.5,5.75
"NL","JP",1996,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory carvings","","E","O",2058,"Japan","JPN",392,36,138,"Netherlands","NLD",528,52.5,5.75
"NL","AU",2004,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory carvings","","T","O",4298,"Australia","AUS",36,-27,133,"Netherlands","NLD",528,52.5,5.75
"NL","US",2002,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"ivory carvings","","P","O",3975,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","JP",2000,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","P","O",3273,"Japan","JPN",392,36,138,"Netherlands","NLD",528,52.5,5.75
"NL","RU",2006,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"RU",NA,3,"ivory carvings","","Q","O",4977,"Russia","RUS",643,60,100,"Netherlands","NLD",528,52.5,5.75
"NL","RU",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"carvings","","E","O",6481,"Russia","RUS",643,60,100,"Netherlands","NLD",528,52.5,5.75
"NL","BR",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","T","O",4023,"Brazil","BRA",76,-10,-55,"Netherlands","NLD",528,52.5,5.75
"NL","CH",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","T","O",6302,"Switzerland","CHE",756,47,8,"Netherlands","NLD",528,52.5,5.75
"NL","ZA",2014,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",5,NA,"ivory pieces","","T","O",7855,"South Africa","ZAF",710,-29,24,"Netherlands","NLD",528,52.5,5.75
"NL","MX",1993,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,5,"ivory carvings","","P","O",1459,"Mexico","MEX",484,23,-102,"Netherlands","NLD",528,52.5,5.75
"NL","JP",1995,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","T","O",1857,"Japan","JPN",392,36,138,"Netherlands","NLD",528,52.5,5.75
"NL","US",2006,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","P","I",5047,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","CH",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",3,NA,"ivory carvings","","T","O",6677,"Switzerland","CHE",756,47,8,"Netherlands","NLD",528,52.5,5.75
"NL","US",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","P","I",6577,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","CN",2015,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,27.6,"ivory carvings","kg","T","O",7910,"China","CHN",156,35,105,"Netherlands","NLD",528,52.5,5.75
"NL","CA",1994,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"carvings","","P","W",1584,"Canada","CAN",124,60,-95,"Netherlands","NLD",528,52.5,5.75
"NL","CN",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,3,"carvings","kg","T","O",6012,"China","CHN",156,35,105,"Netherlands","NLD",528,52.5,5.75
"NL","US",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,1,"carvings","","E","O",7011,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","CH",2000,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",10,9,"ivory carvings","","T","O",3159,"Switzerland","CHE",756,47,8,"Netherlands","NLD",528,52.5,5.75
"NL","CH",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","P","O",5114,"Switzerland","CHE",756,47,8,"Netherlands","NLD",528,52.5,5.75
"NL","SG",2014,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","m3","T","O",7752,"Singapore","SGP",702,1.3667,103.8,"Netherlands","NLD",528,52.5,5.75
"NL","CH",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","P","O",7112,"Switzerland","CHE",756,47,8,"Netherlands","NLD",528,52.5,5.75
"NL","AU",1998,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"ivory carvings","","P","O",2477,"Australia","AUS",36,-27,133,"Netherlands","NLD",528,52.5,5.75
"NL","AU",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,4,"ivory pieces","","E","O",5948,"Australia","AUS",36,-27,133,"Netherlands","NLD",528,52.5,5.75
"NL","CH",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","L","O",4055,"Switzerland","CHE",756,47,8,"Netherlands","NLD",528,52.5,5.75
"NL","ZA",2014,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,6,"ivory carvings","","T","O",7854,"South Africa","ZAF",710,-29,24,"Netherlands","NLD",528,52.5,5.75
"NL","CN",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,3,"carvings","kg","T","O",6329,"China","CHN",156,35,105,"Netherlands","NLD",528,52.5,5.75
"NL","US",2008,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","Q","O",5586,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","JP",2005,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,1,"ivory carvings","","T","O",4716,"Japan","JPN",392,36,138,"Netherlands","NLD",528,52.5,5.75
"NL","TW",1992,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,3,"ivory carvings","","T","O",1296,"Taiwan, Province of China","TWN",158,23.5,121,"Netherlands","NLD",528,52.5,5.75
"NL","RU",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,12,"carvings","","Q","O",7349,"Russia","RUS",643,60,100,"Netherlands","NLD",528,52.5,5.75
"NL","JP",2009,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"carvings","","P","O",5794,"Japan","JPN",392,36,138,"Netherlands","NLD",528,52.5,5.75
"NL","US",1999,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","P","I",3081,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","US",2002,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,16,"ivory carvings","","T","O",3977,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","JP",2009,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"carvings","","Q","O",5795,"Japan","JPN",392,36,138,"Netherlands","NLD",528,52.5,5.75
"NL","HK",2014,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"MZ",2,2,"tusks","","T","O",7657,"Hong Kong","HKG",344,22.25,114.1667,"Netherlands","NLD",528,52.5,5.75
"NL","CH",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"ivory carvings","","Q","O",6301,"Switzerland","CHE",756,47,8,"Netherlands","NLD",528,52.5,5.75
"NL","US",2001,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,56,"ivory carvings","","T","O",3697,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","HK",2014,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",12,NA,"ivory carvings","","T","O",7658,"Hong Kong","HKG",344,22.25,114.1667,"Netherlands","NLD",528,52.5,5.75
"NL","US",1997,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","","W",2443,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","JP",1994,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"carvings","","P","O",1638,"Japan","JPN",392,36,138,"Netherlands","NLD",528,52.5,5.75
"NL","HK",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"carvings","","T","O",6084,"Hong Kong","HKG",344,22.25,114.1667,"Netherlands","NLD",528,52.5,5.75
"NL","US",2015,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","T","I",8104,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","US",1999,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","T","O",3082,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","GB",1998,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"leather products (small)","","","I",2608,"United Kingdom","GBR",826,54,-2,"Netherlands","NLD",528,52.5,5.75
"NL","CH",1999,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","P","O",2847,"Switzerland","CHE",756,47,8,"Netherlands","NLD",528,52.5,5.75
"NL","SG",2009,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"carvings","","T","O",5840,"Singapore","SGP",702,1.3667,103.8,"Netherlands","NLD",528,52.5,5.75
"NL","GB",1998,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",7,NA,"ivory carvings","","","I",2607,"United Kingdom","GBR",826,54,-2,"Netherlands","NLD",528,52.5,5.75
"NL","TR",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,6,"carvings","","Q","O",5258,"Turkey","TUR",792,39,35,"Netherlands","NLD",528,52.5,5.75
"NL","JP",2000,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,5,"ivory carvings","","T","O",3275,"Japan","JPN",392,36,138,"Netherlands","NLD",528,52.5,5.75
"NL","JP",1987,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","T","",637,"Japan","JPN",392,36,138,"Netherlands","NLD",528,52.5,5.75
"NL","HK",1985,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","","",443,"Hong Kong","HKG",344,22.25,114.1667,"Netherlands","NLD",528,52.5,5.75
"NL","SG",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"ivory pieces","","P","O",6488,"Singapore","SGP",702,1.3667,103.8,"Netherlands","NLD",528,52.5,5.75
"NL","TW",2008,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"carvings","","T","O",5537,"Taiwan, Province of China","TWN",158,23.5,121,"Netherlands","NLD",528,52.5,5.75
"NL","US",2002,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"carvings","","T","O",3973,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","RU",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,11,"carvings","","Q","O",6147,"Russia","RUS",643,60,100,"Netherlands","NLD",528,52.5,5.75
"NL","CN",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",40,NA,"ivory carvings","","P","O",7136,"China","CHN",156,35,105,"Netherlands","NLD",528,52.5,5.75
"NL","US",1992,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,1,"ivory carvings","","T","O",1361,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","US",2004,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","T","I",4570,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","US",2004,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,33,"ivory carvings","","T","O",4571,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","CH",1997,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,8,"ivory carvings","","E","O",2228,"Switzerland","CHE",756,47,8,"Netherlands","NLD",528,52.5,5.75
"NL","US",2008,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"MZ",1,NA,"ivory carvings","","P","O",5582,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","HK",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"carvings","","T","O",5194,"Hong Kong","HKG",344,22.25,114.1667,"Netherlands","NLD",528,52.5,5.75
"NL","CH",2014,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","kg","T","O",7543,"Switzerland","CHE",756,47,8,"Netherlands","NLD",528,52.5,5.75
"NL","CA",2001,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","P","O",3462,"Canada","CAN",124,60,-95,"Netherlands","NLD",528,52.5,5.75
"NL","US",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,3,"carvings","","T","O",7443,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","CH",2009,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"carvings","","P","O",5697,"Switzerland","CHE",756,47,8,"Netherlands","NLD",528,52.5,5.75
"NL","EC",2008,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,7,"carvings","","T","O",5421,"Ecuador","ECU",218,-2,-77.5,"Netherlands","NLD",528,52.5,5.75
"NL","JP",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"carvings","","P","O",7286,"Japan","JPN",392,36,138,"Netherlands","NLD",528,52.5,5.75
"NL","HK",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,0.4,"carvings","kg","T","O",6809,"Hong Kong","HKG",344,22.25,114.1667,"Netherlands","NLD",528,52.5,5.75
"NL","US",2005,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"live","","T","O",4814,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","CH",2008,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"carvings","","T","O",5397,"Switzerland","CHE",756,47,8,"Netherlands","NLD",528,52.5,5.75
"NL","JP",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"carvings","","T","O",6111,"Japan","JPN",392,36,138,"Netherlands","NLD",528,52.5,5.75
"NL","CH",2005,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","sets","P","O",4628,"Switzerland","CHE",756,47,8,"Netherlands","NLD",528,52.5,5.75
"NL","JP",1992,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",4,1,"ivory carvings","sets","T","O",1269,"Japan","JPN",392,36,138,"Netherlands","NLD",528,52.5,5.75
"NL","TW",2005,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","T","O",4752,"Taiwan, Province of China","TWN",158,23.5,121,"Netherlands","NLD",528,52.5,5.75
"NL","US",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,2,"carvings","","T","O",7012,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","US",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","P","I",7007,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","HK",2008,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",9,NA,"ivory carvings","","T","O",5467,"Hong Kong","HKG",344,22.25,114.1667,"Netherlands","NLD",528,52.5,5.75
"NL","SG",2015,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory pieces","","P","O",8039,"Singapore","SGP",702,1.3667,103.8,"Netherlands","NLD",528,52.5,5.75
"NL","US",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,3,"ivory carvings","","T","U",4266,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","US",1989,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,3,"ivory carvings","","S","",855,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","RU",2002,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,5,"ivory carvings","","T","O",3886,"Russia","RUS",643,60,100,"Netherlands","NLD",528,52.5,5.75
"NL","JP",1998,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,1,"ivory pieces","","E","O",2639,"Japan","JPN",392,36,138,"Netherlands","NLD",528,52.5,5.75
"NL","OM",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"carvings","kg","Q","O",6132,"Oman","OMN",512,21,57,"Netherlands","NLD",528,52.5,5.75
"NL","RU",1996,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,4,"ivory carvings","","E","O",2080,"Russia","RUS",643,60,100,"Netherlands","NLD",528,52.5,5.75
"NL","TW",2000,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","T","O",3304,"Taiwan, Province of China","TWN",158,23.5,121,"Netherlands","NLD",528,52.5,5.75
"NL","CA",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",0.5,NA,"ivory pieces","kg","P","O",6640,"Canada","CAN",124,60,-95,"Netherlands","NLD",528,52.5,5.75
"NL","US",2005,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,10,"ivory carvings","","T","O",4813,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","JP",1992,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",121,NA,"ivory carvings","","E","O",1270,"Japan","JPN",392,36,138,"Netherlands","NLD",528,52.5,5.75
"NL","HK",2008,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,9,"carvings","","T","O",5466,"Hong Kong","HKG",344,22.25,114.1667,"Netherlands","NLD",528,52.5,5.75
"NL","US",1998,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","","U",2777,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","CN",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","","P","O",6330,"China","CHN",156,35,105,"Netherlands","NLD",528,52.5,5.75
"NL","RU",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,7,"ivory carvings","","Q","O",4190,"Russia","RUS",643,60,100,"Netherlands","NLD",528,52.5,5.75
"NL","CN",2002,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory carvings","","T","O",3779,"China","CHN",156,35,105,"Netherlands","NLD",528,52.5,5.75
"NL","CA",1998,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory pieces","","T","O",2512,"Canada","CAN",124,60,-95,"Netherlands","NLD",528,52.5,5.75
"NL","JP",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"carvings","","T","O",6112,"Japan","JPN",392,36,138,"Netherlands","NLD",528,52.5,5.75
"NL","CH",2010,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",12,NA,"ivory carvings","","T","O",5993,"Switzerland","CHE",756,47,8,"Netherlands","NLD",528,52.5,5.75
"NL","US",2004,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","sets","T","O",4568,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","TR",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"TR",NA,2,"ivory carvings","","Q","U",4201,"Turkey","TUR",792,39,35,"Netherlands","NLD",528,52.5,5.75
"NL","SG",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory carvings","","T","O",4196,"Singapore","SGP",702,1.3667,103.8,"Netherlands","NLD",528,52.5,5.75
"NL","US",1996,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,4,"tusks","","P","O",2157,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","RU",2002,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",5,NA,"ivory carvings","","Q","O",3885,"Russia","RUS",643,60,100,"Netherlands","NLD",528,52.5,5.75
"NL","JP",1996,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",3,NA,"carvings","","Q","O",2057,"Japan","JPN",392,36,138,"Netherlands","NLD",528,52.5,5.75
"NL","HK",2002,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",2,NA,"ivory carvings","","P","O",3831,"Hong Kong","HKG",344,22.25,114.1667,"Netherlands","NLD",528,52.5,5.75
"NL","HK",2004,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,7,"ivory carvings","","T","O",4431,"Hong Kong","HKG",344,22.25,114.1667,"Netherlands","NLD",528,52.5,5.75
"NL","RU",2004,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,15,"ivory carvings","","Q","O",4479,"Russia","RUS",643,60,100,"Netherlands","NLD",528,52.5,5.75
"NL","CH",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",1,NA,"ivory carvings","sets","T","O",4054,"Switzerland","CHE",756,47,8,"Netherlands","NLD",528,52.5,5.75
"NL","RU",2007,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,7,"carvings","","Q","O",5251,"Russia","RUS",643,60,100,"Netherlands","NLD",528,52.5,5.75
"NL","US",2011,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"carvings","","T","O",6576,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","CA",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,3,"carvings","","T","O",7073,"Canada","CAN",124,60,-95,"Netherlands","NLD",528,52.5,5.75
"NL","TW",1997,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory carvings","","T","O",2368,"Taiwan, Province of China","TWN",158,23.5,121,"Netherlands","NLD",528,52.5,5.75
"NL","CH",1984,"II","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",10,NA,"ivory carvings","","","",332,"Switzerland","CHE",756,47,8,"Netherlands","NLD",528,52.5,5.75
"NL","CN",2013,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,40,"carvings","","P","O",7135,"China","CHN",156,35,105,"Netherlands","NLD",528,52.5,5.75
"NL","AU",2008,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"carvings","","T","O",5357,"Australia","AUS",36,-27,133,"Netherlands","NLD",528,52.5,5.75
"NL","CA",2008,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"carvings","","P","O",5369,"Canada","CAN",124,60,-95,"Netherlands","NLD",528,52.5,5.75
"NL","US",2003,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",10,NA,"ivory carvings","","P","O",4264,"United States","USA",840,38,-97,"Netherlands","NLD",528,52.5,5.75
"NL","CH",1999,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"carvings","","T","O",2846,"Switzerland","CHE",756,47,8,"Netherlands","NLD",528,52.5,5.75
"NL","HK",2012,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",NA,13,"carvings","","T","O",6810,"Hong Kong","HKG",344,22.25,114.1667,"Netherlands","NLD",528,52.5,5.75
"NL","JP",2008,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",52,52,"carvings","","P","O",5486,"Japan","JPN",392,36,138,"Netherlands","NLD",528,52.5,5.75
"NL","CN",1997,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,11,"ivory carvings","","T","O",2232,"China","CHN",156,35,105,"Netherlands","NLD",528,52.5,5.75
"NL","ZA",2014,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"",1,NA,"tusks","","T","O",7856,"South Africa","ZAF",710,-29,24,"Netherlands","NLD",528,52.5,5.75
"NL","TR",2015,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,3,"ivory carvings","","Q","O",8044,"Turkey","TUR",792,39,35,"Netherlands","NLD",528,52.5,5.75
"NL","JP",1997,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory carvings","sets","T","O",2327,"Japan","JPN",392,36,138,"Netherlands","NLD",528,52.5,5.75
"NL","TW",2000,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,2,"ivory carvings","","P","O",3303,"Taiwan, Province of China","TWN",158,23.5,121,"Netherlands","NLD",528,52.5,5.75
"NL","CA",2000,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",5,NA,"ivory carvings","","P","O",3137,"Canada","CAN",124,60,-95,"Netherlands","NLD",528,52.5,5.75
"NL","JP",1996,"I","Elephantidae spp.","Mammalia","Proboscidea","Elephantidae",NA,"XX",NA,1,"ivory carvings","","P","O",2059,"Japan","JPN",392,36,138,"Netherlands","NLD",528,52.5,5.75
